City,Income_Lakhs,Age,Car_Age,Digital_Usage_Score,Attire,Cookware,Color_Pref,Hardware_Interest,Service_Interest,Annual_Spend,Switch_Intent
Mumbai,0.6560580709337195,48,9,2,Saree/Traditional,Traditional,Monochrome,OBD,None,28983.90520827959,1
Delhi,2.225631639934621,47,5,2,Casual,Traditional,Pastel,OBD,Mobile Oil Change,42996.07890675614,0
Mumbai,1.0424662598595444,65,13,2,Casual,Smart Electric Pan,Monochrome,OBD,None,41133.76575169506,1
Pune,1.4184402171410486,35,5,1,Casual,Cast Iron,Vibrant,OBD,SOS,34640.759005331754,0
Bangalore,1.5812288152933613,34,5,1,Western Formal,Traditional,Vibrant,OBD,Mobile Oil Change,31523.630566449967,0
Delhi,1.4144530297305713,55,5,7,Western Formal,Smart Electric Pan,Monochrome,None,SOS,33064.47337180235,1
Mumbai,1.7492502127381644,31,9,5,Casual,Cast Iron,Vibrant,Battery Monitor,AC Clean,41353.68753157461,1
Hyderabad,1.8440267533898989,40,6,3,Western Formal,Smart Electric Pan,Pastel,None,SOS,41099.99369595419,1
Delhi,1.0650998981716513,42,11,1,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,36772.02187646792,1
Delhi,2.175280405173388,32,2,10,Western Formal,Traditional,Vibrant,None,None,41611.814865693654,1
Mumbai,1.0398578675032408,63,13,6,Saree/Traditional,Traditional,Monochrome,None,Mobile Oil Change,38431.29040497908,1
Delhi,1.4020494293284729,39,5,1,Saree/Traditional,Cast Iron,Pastel,OBD,Mobile Oil Change,32727.4384796203,0
Hyderabad,0.967393089837461,20,2,9,Western Formal,Cast Iron,Vibrant,OBD,None,22016.964960548055,1
Ahmedabad,0.7959158864095259,36,6,2,Western Formal,Traditional,Vibrant,Battery Monitor,AC Clean,26627.23178291726,0
Delhi,1.826514653274519,61,6,1,Casual,Smart Electric Pan,Monochrome,Battery Monitor,Mobile Oil Change,37284.51800424175,0
Ahmedabad,3.0731381384556267,51,7,7,Western Formal,Traditional,Monochrome,OBD,SOS,63544.30374513455,1
Hyderabad,0.9829440670078098,52,1,6,Western Formal,Cast Iron,Pastel,None,AC Clean,20279.25532678907,1
Mumbai,1.9291929448068472,67,8,6,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,50311.84676797523,1
Bangalore,1.0044532123798835,18,12,5,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,SOS,38317.868492484675,1
Delhi,1.1937090138863973,69,4,4,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,SOS,25041.006206551872,1
Bangalore,2.254550263339003,38,8,4,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,48336.89457015007,1
Hyderabad,0.5558788289548164,46,9,3,Casual,Traditional,Pastel,Battery Monitor,None,22413.222362304597,1
Delhi,0.3971045588261263,23,4,10,Casual,Cast Iron,Monochrome,OBD,None,15647.352888835136,1
Ahmedabad,1.1476808107421104,54,6,8,Casual,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,24193.434889606047,1
Pune,1.5981936167626045,18,10,7,Saree/Traditional,Smart Electric Pan,Pastel,OBD,SOS,48879.203090219395,1
Bangalore,1.478199943008529,68,8,9,Western Formal,Traditional,Vibrant,Battery Monitor,None,45975.14269343846,1
Delhi,1.4164075054157976,18,14,1,Casual,Cast Iron,Vibrant,Battery Monitor,None,46403.356680669785,1
Bangalore,1.2204791889069466,44,3,7,Casual,Cast Iron,Pastel,Dashcam,None,27821.49201949068,1
Delhi,1.6719240161903515,38,1,10,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,31370.8875694154,1
Mumbai,0.3,33,8,4,Casual,Traditional,Vibrant,Dashcam,None,16560.82203581368,1
Ahmedabad,0.7495168169473555,61,12,7,Western Formal,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,38721.53084856066,1
Bangalore,1.1438325544299313,57,1,1,Saree/Traditional,Traditional,Vibrant,OBD,Mobile Oil Change,22883.839782960495,0
Pune,1.6227208794615056,43,2,5,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,AC Clean,26817.862239058195,1
Pune,2.0938590840411395,33,9,3,Western Formal,Smart Electric Pan,Vibrant,OBD,AC Clean,49797.55452175098,1
Hyderabad,0.6689401750997158,45,1,5,Western Formal,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,13045.818792919807,1
Delhi,2.0742471753219403,18,2,4,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,AC Clean,39883.473648562605,0
Bangalore,0.9284629984791822,53,5,2,Casual,Cast Iron,Vibrant,Battery Monitor,None,23478.318310131704,0
Hyderabad,1.1220541302115883,27,2,4,Western Formal,Smart Electric Pan,Pastel,None,SOS,21863.433005632236,0
Bangalore,1.5488595112785681,60,14,3,Saree/Traditional,Cast Iron,Vibrant,Dashcam,SOS,55095.52912753807,1
Delhi,1.0780583524159362,34,9,1,Western Formal,Traditional,Monochrome,None,SOS,28914.628363825545,0
Pune,1.8660705639997905,40,7,10,Saree/Traditional,Cast Iron,Vibrant,Dashcam,Mobile Oil Change,45335.20975235645,1
Mumbai,0.9572375129321138,24,10,8,Saree/Traditional,Traditional,Pastel,Dashcam,AC Clean,35824.51518871778,1
Pune,0.9662790052317995,61,5,5,Casual,Cast Iron,Pastel,Dashcam,SOS,23683.342735333696,1
Hyderabad,1.831187972525599,24,6,4,Western Formal,Cast Iron,Pastel,OBD,None,45987.2835965425,1
Ahmedabad,0.742125367039405,61,0,10,Casual,Smart Electric Pan,Vibrant,OBD,None,16141.526574947731,1
Mumbai,1.349357457189996,32,2,5,Western Formal,Cast Iron,Vibrant,Battery Monitor,None,27855.681141688114,1
Hyderabad,0.3,51,2,4,Western Formal,Smart Electric Pan,Vibrant,Dashcam,AC Clean,12143.811949931904,0
Delhi,2.2917836112367143,63,1,3,Western Formal,Traditional,Monochrome,Dashcam,SOS,36414.19117428465,0
Mumbai,1.923931161742065,62,6,5,Western Formal,Traditional,Monochrome,Dashcam,None,45384.26017496207,1
Hyderabad,2.8500643197484528,21,8,4,Western Formal,Smart Electric Pan,Monochrome,OBD,AC Clean,61872.568132047454,1
Delhi,2.0030182388678313,31,3,1,Saree/Traditional,Traditional,Pastel,Battery Monitor,None,35478.972412627016,0
Pune,0.522209862239711,31,11,3,Saree/Traditional,Cast Iron,Pastel,OBD,SOS,31647.94836257049,1
Ahmedabad,1.6011899160963552,33,4,10,Western Formal,Smart Electric Pan,Pastel,None,SOS,38937.65645834961,1
Delhi,0.6491947426669172,24,2,10,Saree/Traditional,Smart Electric Pan,Pastel,None,SOS,19723.2063491909,1
Bangalore,2.146822504231859,49,10,8,Casual,Smart Electric Pan,Pastel,None,SOS,50896.678791488404,1
Delhi,0.5393158272134566,36,8,7,Casual,Traditional,Vibrant,Battery Monitor,SOS,25012.673229646847,1
Delhi,0.5105070694561215,19,13,2,Casual,Traditional,Pastel,None,None,33283.717343402575,1
Ahmedabad,0.3,27,3,1,Western Formal,Cast Iron,Vibrant,Battery Monitor,SOS,11056.361504958204,0
Bangalore,0.9069721072421991,67,4,3,Western Formal,Cast Iron,Monochrome,OBD,None,19769.063194217502,1
Hyderabad,0.7863133051298572,34,0,5,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,SOS,12935.009279953492,0
Hyderabad,0.44301053649644073,54,10,10,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,None,29700.75790736807,1
Delhi,2.3938854625461143,29,11,1,Saree/Traditional,Traditional,Monochrome,OBD,SOS,51580.63818170169,1
Bangalore,1.517928417831987,23,14,3,Casual,Cast Iron,Monochrome,OBD,None,49226.91685130312,1
Bangalore,1.447340723914027,39,12,3,Casual,Traditional,Pastel,Battery Monitor,SOS,46600.04503261197,1
Ahmedabad,2.1534986515487557,49,1,5,Casual,Cast Iron,Pastel,None,AC Clean,36951.29387961394,0
Pune,1.3537546752257608,58,11,3,Casual,Traditional,Pastel,Battery Monitor,None,38733.88400010297,1
Hyderabad,0.7507918790969161,37,12,9,Saree/Traditional,Traditional,Monochrome,Dashcam,AC Clean,34417.34147256938,1
Ahmedabad,0.3,18,8,1,Western Formal,Cast Iron,Monochrome,OBD,None,500000.0,0
Mumbai,0.7169655645939578,64,1,4,Western Formal,Cast Iron,Vibrant,Battery Monitor,None,11341.543058689405,0
Hyderabad,2.1032493603050773,23,4,10,Casual,Traditional,Pastel,OBD,None,46305.74392375235,1
Ahmedabad,0.446798330588304,36,12,10,Western Formal,Smart Electric Pan,Monochrome,None,Mobile Oil Change,30438.02910327638,1
Hyderabad,1.411876342798726,35,7,4,Western Formal,Cast Iron,Monochrome,OBD,SOS,38768.667460098586,1
Pune,1.8203550858513347,23,2,1,Western Formal,Traditional,Monochrome,Battery Monitor,AC Clean,32928.63820164007,0
Mumbai,1.371206904265951,62,5,2,Casual,Cast Iron,Vibrant,None,AC Clean,29323.97466483557,0
Pune,1.43938999727435,50,3,1,Saree/Traditional,Cast Iron,Monochrome,None,None,22091.259256088637,0
Mumbai,1.5933623477240557,40,10,6,Saree/Traditional,Cast Iron,Vibrant,None,AC Clean,45496.138318830206,1
Delhi,1.4275685230935897,40,6,3,Western Formal,Cast Iron,Vibrant,Dashcam,AC Clean,33958.21725630971,1
Ahmedabad,2.165444503483969,43,9,7,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,AC Clean,52723.40588895529,1
Mumbai,0.5758249630634337,30,13,5,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,35655.57891646815,1
Pune,1.3442549261032715,24,12,9,Casual,Smart Electric Pan,Vibrant,None,Mobile Oil Change,41421.44270532618,1
Hyderabad,0.3,32,2,7,Casual,Smart Electric Pan,Monochrome,OBD,None,12079.815420734609,1
Mumbai,0.3,61,5,4,Western Formal,Traditional,Pastel,None,AC Clean,17327.622023801152,1
Ahmedabad,1.1509973814888097,44,14,5,Western Formal,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,46657.18878583376,1
Mumbai,1.5260277413668542,43,11,5,Western Formal,Smart Electric Pan,Vibrant,None,Mobile Oil Change,40931.24624897544,1
Bangalore,2.178400666342539,50,14,5,Casual,Traditional,Pastel,Battery Monitor,None,63338.906236267845,1
Hyderabad,2.651875039806278,32,9,10,Saree/Traditional,Smart Electric Pan,Pastel,None,SOS,61264.22406413452,1
Ahmedabad,1.9919164023992884,53,8,9,Casual,Cast Iron,Pastel,OBD,SOS,49545.389954252154,1
Ahmedabad,1.636299446638817,62,10,10,Casual,Smart Electric Pan,Monochrome,Battery Monitor,SOS,43857.3915192371,1
Delhi,1.2959789134642892,44,9,3,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,AC Clean,39110.96025504583,1
Pune,0.3,22,0,6,Saree/Traditional,Smart Electric Pan,Vibrant,None,None,1728.257856509882,1
Delhi,1.112378036554921,19,2,8,Western Formal,Cast Iron,Vibrant,Battery Monitor,SOS,20941.07993411023,1
Ahmedabad,1.9742260507549354,50,1,9,Saree/Traditional,Cast Iron,Pastel,Dashcam,AC Clean,38813.14360892217,1
Hyderabad,1.7389691136168242,33,7,7,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,None,43610.32001818341,1
Mumbai,0.428199511990231,40,6,3,Saree/Traditional,Cast Iron,Vibrant,OBD,AC Clean,19297.51694534175,0
Mumbai,1.5684153883550882,55,1,1,Saree/Traditional,Traditional,Pastel,Battery Monitor,SOS,28557.372457004094,0
Hyderabad,1.517035687120632,33,5,4,Western Formal,Cast Iron,Vibrant,Dashcam,SOS,36395.11332865093,1
Ahmedabad,1.4099340720688425,31,14,6,Western Formal,Cast Iron,Monochrome,Dashcam,Mobile Oil Change,51022.75661547539,1
Mumbai,0.1,46,2,3,Saree/Traditional,Cast Iron,Pastel,Dashcam,Mobile Oil Change,21897.01616427538,0
Mumbai,1.5993503801665159,43,7,1,Saree/Traditional,Cast Iron,Pastel,Dashcam,None,34356.11608110067,1
Mumbai,1.618387823347439,52,9,6,Western Formal,Traditional,Pastel,OBD,AC Clean,40885.57857742787,1
Pune,0.8151247407411568,32,12,1,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,38458.63427420182,1
Pune,1.4730084368292573,20,2,9,Saree/Traditional,Smart Electric Pan,Monochrome,None,SOS,25468.630701258993,1
Bangalore,1.0863629155516716,40,9,1,Casual,Cast Iron,Pastel,Dashcam,SOS,34367.91394571294,1
Delhi,0.30765967935225413,46,13,6,Western Formal,Cast Iron,Vibrant,None,None,31891.972565211785,1
Hyderabad,0.8630357789771017,51,8,1,Western Formal,Cast Iron,Monochrome,None,Mobile Oil Change,32149.708084145394,0
Hyderabad,0.3,50,0,7,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,8768.67742356136,1
Hyderabad,1.7880561210420627,58,4,3,Saree/Traditional,Smart Electric Pan,Pastel,None,AC Clean,33951.17061733047,0
Bangalore,1.4135336265325915,58,2,6,Saree/Traditional,Cast Iron,Monochrome,None,SOS,25980.57763585517,0
Pune,0.9867056332764329,40,5,7,Western Formal,Smart Electric Pan,Vibrant,OBD,Mobile Oil Change,26583.24264673967,1
Ahmedabad,2.0523128059731888,24,9,1,Saree/Traditional,Traditional,Pastel,None,AC Clean,50782.69984958796,1
Ahmedabad,1.2407945445486999,20,1,1,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,23231.477744478398,0
Bangalore,0.3412663464198753,49,8,5,Western Formal,Cast Iron,Vibrant,None,None,18261.86129362735,1
Ahmedabad,0.9363128758897133,48,5,6,Saree/Traditional,Traditional,Monochrome,Battery Monitor,None,26280.68161426026,1
Hyderabad,2.179712512363975,35,6,9,Casual,Traditional,Pastel,Dashcam,Mobile Oil Change,49571.477987386694,1
Delhi,0.798314624946514,60,4,1,Saree/Traditional,Smart Electric Pan,Pastel,None,AC Clean,18863.193217430206,0
Mumbai,1.365132773254698,24,8,4,Saree/Traditional,Traditional,Vibrant,None,Mobile Oil Change,29997.068318475707,1
Pune,1.646325974708783,58,0,10,Western Formal,Cast Iron,Monochrome,None,SOS,28105.470269800066,1
Pune,1.5539690907329655,18,4,8,Western Formal,Smart Electric Pan,Monochrome,Dashcam,SOS,29254.087260205255,1
Bangalore,2.66967587937486,31,10,10,Casual,Traditional,Monochrome,OBD,Mobile Oil Change,57114.77335863301,1
Pune,0.4942180458460387,69,9,9,Saree/Traditional,Smart Electric Pan,Vibrant,None,SOS,30408.768384780415,1
Hyderabad,0.5541221516803182,49,10,3,Casual,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,35074.924153290674,1
Ahmedabad,0.5041473317387202,23,5,2,Casual,Smart Electric Pan,Pastel,OBD,SOS,21455.066337322183,0
Hyderabad,1.022448947389869,56,6,4,Western Formal,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,19904.95520237999,1
Bangalore,1.8596264329094707,27,11,2,Saree/Traditional,Traditional,Vibrant,OBD,SOS,47975.35842199654,1
Hyderabad,0.5809592521220933,24,3,1,Western Formal,Cast Iron,Monochrome,None,AC Clean,12745.323561163554,0
Ahmedabad,1.868016303566363,43,11,3,Casual,Cast Iron,Vibrant,Dashcam,AC Clean,44607.477562346015,1
Delhi,1.221076001956642,51,12,7,Casual,Traditional,Pastel,Dashcam,SOS,44110.716258617176,1
Bangalore,0.5346019840734458,47,0,1,Western Formal,Cast Iron,Monochrome,None,Mobile Oil Change,7864.648526123943,0
Delhi,0.3,53,14,2,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,SOS,27007.73123126418,1
Mumbai,0.3,38,10,1,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,None,16730.96426863141,1
Delhi,0.8004879550596455,34,7,8,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,None,25980.570937379824,1
Mumbai,1.0985092945540076,50,9,5,Western Formal,Traditional,Vibrant,None,Mobile Oil Change,34701.36055263196,1
Mumbai,2.007637786038271,27,3,8,Casual,Smart Electric Pan,Vibrant,Dashcam,SOS,38359.316429701634,1
Delhi,1.6794529273129433,68,2,3,Western Formal,Smart Electric Pan,Monochrome,None,SOS,33180.140915318785,0
Bangalore,0.6966352487518186,64,11,7,Saree/Traditional,Traditional,Vibrant,Dashcam,AC Clean,34063.48083067692,1
Ahmedabad,1.445199170023301,59,6,8,Casual,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,34644.101421811196,1
Hyderabad,2.190927761515344,68,11,6,Casual,Smart Electric Pan,Monochrome,None,None,52612.23365554363,1
Hyderabad,2.324350452618021,29,1,7,Saree/Traditional,Cast Iron,Pastel,Dashcam,None,34152.47711545404,1
Ahmedabad,1.011356393067842,33,7,2,Saree/Traditional,Traditional,Pastel,OBD,Mobile Oil Change,25296.51831553802,1
Mumbai,1.774973057823001,58,13,8,Casual,Smart Electric Pan,Monochrome,OBD,None,57299.55830060394,1
Mumbai,2.0339732201326943,49,5,5,Western Formal,Smart Electric Pan,Vibrant,None,Mobile Oil Change,44103.61721476532,1
Bangalore,0.3,32,6,7,Casual,Smart Electric Pan,Pastel,Dashcam,None,18966.304701234374,1
Pune,0.8925557477041819,44,13,1,Casual,Smart Electric Pan,Monochrome,OBD,None,35706.12834241989,1
Delhi,2.532011240653958,45,4,5,Saree/Traditional,Cast Iron,Vibrant,None,Mobile Oil Change,50903.22797555766,1
Mumbai,1.0193783339274576,34,8,1,Casual,Cast Iron,Monochrome,OBD,Mobile Oil Change,27057.32587001061,0
Hyderabad,0.3,63,4,8,Western Formal,Cast Iron,Monochrome,Battery Monitor,None,11900.961280389893,1
Bangalore,1.1274229137679666,67,10,4,Saree/Traditional,Cast Iron,Monochrome,None,None,36230.91124154687,1
Delhi,1.8747752994695173,19,4,4,Casual,Traditional,Vibrant,OBD,AC Clean,30372.212559517084,1
Bangalore,1.2039062620805376,53,2,2,Casual,Smart Electric Pan,Pastel,None,SOS,19340.163646341818,0
Delhi,1.6292183680803802,67,10,5,Western Formal,Cast Iron,Pastel,None,Mobile Oil Change,43729.5894403988,1
Delhi,1.7629331985934389,24,0,1,Casual,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,25460.29599305887,0
Ahmedabad,0.9870375291406307,30,1,9,Casual,Traditional,Monochrome,Dashcam,SOS,17240.79793357915,1
Mumbai,0.8883642081513743,32,7,5,Casual,Smart Electric Pan,Vibrant,OBD,AC Clean,34031.65392188025,1
Bangalore,1.292064585572563,42,14,6,Casual,Smart Electric Pan,Monochrome,None,None,500000.0,1
Bangalore,1.3066673537579285,40,0,2,Western Formal,Cast Iron,Monochrome,None,None,25543.815056971507,0
Ahmedabad,1.2324460919081828,39,6,10,Casual,Cast Iron,Monochrome,Battery Monitor,AC Clean,32989.55849924365,1
Hyderabad,1.2570939136094785,43,13,10,Casual,Traditional,Pastel,None,AC Clean,44790.650739118886,1
Hyderabad,0.7508723192275573,50,13,1,Casual,Smart Electric Pan,Monochrome,Dashcam,SOS,39868.07516142091,1
Mumbai,1.6501721460485688,28,4,4,Saree/Traditional,Cast Iron,Pastel,None,SOS,33808.201276595435,1
Mumbai,1.5595391682677797,27,2,7,Western Formal,Cast Iron,Vibrant,Dashcam,None,26611.61845621284,1
Pune,0.3983949800187251,42,11,6,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,AC Clean,25202.832137900765,1
Ahmedabad,0.9665026097484197,54,11,10,Saree/Traditional,Traditional,Pastel,OBD,AC Clean,37324.25602056773,1
Hyderabad,1.255847923523668,65,14,1,Western Formal,Smart Electric Pan,Pastel,Dashcam,None,44371.65732773119,1
Delhi,0.8794121986342953,60,10,1,Saree/Traditional,Cast Iron,Pastel,OBD,None,31835.56606412157,1
Bangalore,1.582423186552676,55,6,8,Saree/Traditional,Smart Electric Pan,Pastel,OBD,None,37185.593737380615,1
Mumbai,1.1598704769257173,58,8,4,Saree/Traditional,Traditional,Monochrome,OBD,None,40416.86961185502,1
Bangalore,1.301443517673112,62,1,5,Western Formal,Smart Electric Pan,Pastel,OBD,None,19262.28977108431,1
Bangalore,0.959574415510156,41,7,7,Casual,Cast Iron,Pastel,Dashcam,SOS,31811.75001387827,1
Pune,0.3,57,8,8,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,None,20667.64181831175,1
Hyderabad,0.3,63,10,10,Western Formal,Smart Electric Pan,Monochrome,None,AC Clean,26383.643533075745,1
Mumbai,1.5537657280152164,50,2,7,Western Formal,Traditional,Monochrome,Dashcam,Mobile Oil Change,32527.972204957332,1
Bangalore,1.3601472458936363,34,1,2,Saree/Traditional,Traditional,Monochrome,Battery Monitor,SOS,17653.96233665375,0
Mumbai,1.4631973238106508,41,6,4,Casual,Smart Electric Pan,Vibrant,None,AC Clean,31510.349126823763,1
Delhi,1.2806837052377478,54,4,10,Western Formal,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,30009.277422417767,1
Pune,1.3287404420241087,19,4,1,Western Formal,Smart Electric Pan,Pastel,None,SOS,31959.861954910124,0
Delhi,1.7814140241712728,49,9,10,Casual,Traditional,Monochrome,None,None,51334.149489912874,1
Mumbai,1.4667716234408474,41,4,9,Casual,Traditional,Monochrome,Battery Monitor,SOS,36633.47866560805,1
Mumbai,1.8245456101836677,26,3,3,Casual,Smart Electric Pan,Pastel,None,None,27388.02072751661,0
Hyderabad,1.3028771047359582,21,12,3,Saree/Traditional,Traditional,Monochrome,OBD,None,39193.849063207774,1
Bangalore,1.0197709556881374,34,4,10,Casual,Cast Iron,Vibrant,Dashcam,None,23470.658944264895,1
Bangalore,1.3165217172937476,34,12,9,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,44782.12002374119,1
Delhi,0.698293271107622,67,3,10,Western Formal,Traditional,Vibrant,Battery Monitor,SOS,14315.31946918777,1
Pune,0.9720918426528546,65,14,3,Saree/Traditional,Traditional,Vibrant,OBD,None,44275.06724999279,1
Ahmedabad,1.3065427851840221,47,12,8,Casual,Cast Iron,Vibrant,OBD,AC Clean,38414.97905293681,1
Bangalore,1.298590999140607,57,5,2,Saree/Traditional,Cast Iron,Pastel,None,SOS,32376.442816270937,1
Hyderabad,1.1361486719982068,28,3,3,Casual,Cast Iron,Monochrome,Battery Monitor,AC Clean,26254.74648393915,1
Delhi,0.367089173895476,38,1,2,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,Mobile Oil Change,500000.0,0
Delhi,1.5818457278524285,38,8,1,Western Formal,Smart Electric Pan,Vibrant,OBD,Mobile Oil Change,42313.549653027505,1
Ahmedabad,1.7005370439597294,35,1,2,Saree/Traditional,Cast Iron,Monochrome,OBD,SOS,27108.423695551173,0
Hyderabad,2.186214297151343,46,8,8,Western Formal,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,48615.11748435928,1
Pune,1.4650655979532385,41,9,9,Casual,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,40511.64144000548,1
Hyderabad,1.2008771005148897,27,5,2,Western Formal,Smart Electric Pan,Vibrant,Dashcam,SOS,26806.108911743886,1
Pune,0.5921822942339101,62,8,7,Casual,Cast Iron,Pastel,None,AC Clean,25351.712518234424,1
Hyderabad,2.0952107216166334,34,8,5,Casual,Traditional,Monochrome,None,None,47165.24085833185,1
Hyderabad,1.348699786124414,35,2,3,Western Formal,Cast Iron,Pastel,None,SOS,22359.549053907784,0
Mumbai,1.3160239042952737,59,0,9,Western Formal,Cast Iron,Monochrome,OBD,SOS,21365.770391264126,1
Delhi,1.0475662810926887,65,0,6,Saree/Traditional,Smart Electric Pan,Vibrant,Dashcam,None,16398.686786461287,1
Hyderabad,1.0092182601390827,37,2,1,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,AC Clean,24156.46485096632,0
Ahmedabad,1.612960040430508,54,4,5,Western Formal,Traditional,Vibrant,OBD,None,31680.94306473235,1
Hyderabad,0.5871356264048448,62,12,7,Western Formal,Traditional,Monochrome,Battery Monitor,None,31300.94094829523,1
Bangalore,2.175259115495268,35,2,4,Western Formal,Traditional,Monochrome,OBD,AC Clean,42377.873148495804,1
Delhi,2.044515874523023,34,11,8,Western Formal,Traditional,Pastel,None,AC Clean,52701.711547283994,1
Bangalore,0.9875630718797463,26,8,10,Casual,Cast Iron,Monochrome,Dashcam,None,30542.750896719008,1
Delhi,0.6816812604761745,31,8,5,Western Formal,Traditional,Vibrant,Dashcam,None,23304.347110400064,1
Bangalore,0.3,66,2,9,Western Formal,Cast Iron,Monochrome,OBD,SOS,7439.518694457673,1
Hyderabad,0.44915167650946397,46,2,9,Western Formal,Smart Electric Pan,Vibrant,None,AC Clean,15560.830070996291,1
Hyderabad,1.6379468957297245,48,11,9,Western Formal,Traditional,Vibrant,None,Mobile Oil Change,42556.15112267897,1
Mumbai,1.3892051153403921,21,13,1,Casual,Smart Electric Pan,Monochrome,None,AC Clean,48677.089849159966,1
Ahmedabad,1.4961921391836528,35,4,2,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,None,30168.888070565397,0
Bangalore,0.3,37,1,3,Saree/Traditional,Cast Iron,Monochrome,None,None,6188.776851661665,0
Pune,0.9625106279384015,64,5,4,Saree/Traditional,Traditional,Monochrome,None,None,24352.59280302116,1
Mumbai,2.0203636837692494,60,6,10,Saree/Traditional,Cast Iron,Pastel,OBD,None,46494.62522137712,1
Bangalore,1.142383556808388,61,12,9,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,40926.236250873975,1
Bangalore,0.4366231592256088,26,8,10,Casual,Traditional,Monochrome,None,AC Clean,24374.032252708945,1
Mumbai,1.1330386014942593,30,14,6,Saree/Traditional,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,47754.81846319024,1
Hyderabad,0.7373895489808502,32,5,1,Casual,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,21501.560152922357,0
Bangalore,1.4002074359672383,44,2,9,Casual,Traditional,Vibrant,None,None,24453.225961320924,1
Hyderabad,1.2123272273326289,32,11,6,Saree/Traditional,Traditional,Pastel,Battery Monitor,Mobile Oil Change,38261.663406723776,1
Mumbai,1.5259779984493744,45,4,4,Saree/Traditional,Traditional,Vibrant,Dashcam,None,26345.420026640866,1
Hyderabad,0.4692458239409324,54,3,4,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,None,15884.42706764062,0
Delhi,0.9307700588009407,36,14,3,Western Formal,Cast Iron,Pastel,None,None,42527.55040735659,1
Pune,1.8542606048394654,43,4,7,Casual,Smart Electric Pan,Monochrome,Battery Monitor,Mobile Oil Change,35010.81257296408,1
Bangalore,0.387431967338711,69,7,3,Saree/Traditional,Traditional,Pastel,OBD,None,26526.036529549532,1
Ahmedabad,0.5981327903760129,43,7,2,Western Formal,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,29685.650026675194,0
Pune,1.3195783859952384,42,5,10,Casual,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,32862.10438971805,1
Hyderabad,1.3720379034502748,43,0,8,Western Formal,Smart Electric Pan,Pastel,Dashcam,None,21388.465898453956,1
Bangalore,0.9066900943543381,43,7,4,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,SOS,28621.75498361,1
Hyderabad,1.03294027041669,63,7,8,Saree/Traditional,Smart Electric Pan,Monochrome,None,SOS,28831.00823640734,1
Delhi,1.519935336933385,45,1,1,Casual,Traditional,Vibrant,Dashcam,SOS,27849.12694250182,0
Mumbai,1.7097810010559205,66,3,5,Western Formal,Cast Iron,Monochrome,Battery Monitor,SOS,33545.792783922756,1
Bangalore,0.5584670008261444,35,11,9,Casual,Traditional,Vibrant,Battery Monitor,SOS,32491.826013352293,1
Delhi,1.41859171237677,49,1,1,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,28756.373102062204,0
